Transakcija_ID,Datum,Kod_Proizvoda,Cena_Tekst,Količina,Ocena_Kupca,Godine_Kupca,Grad
TXN-10768,2025-02-21 04:00:00,CAT_BOOKS-565,$132.36,1.0,1.0,39.0,Kragujevac
TXN-10769,NEVAŽEĆI_DATUM,CAT_HOME-500, $185.12 ,1.0,1.5,34.0,Zrenjanin
TXN-10770,2025-02-24 01:00:00,CAT_BOOKS-161,$18.13,1.0,4.5,61.0,Novi Sad
TXN-10771,2025-07-24 19:00:00,CAT_BEAUTY-304, $364.03 ,2.0,3.1,19.0,Novi Sad
TXN-10772,2025-01-24 12:00:00,CAT_ELEC-486, $99.26 ,3.0,1.7,66.0,Subotica
TXN-10773,2025-10-24 14:00:00,CAT_BOOKS-201,$230.98,1.0,3.8,40.0,Zrenjanin
TXN-10774,NEVAŽEĆI_DATUM,CAT_BOOKS-573, $141.62 ,1.0,3.4,57.0,Beograd
TXN-10775,2025-04-25 07:00:00,CAT_CLOTH-155, $97.45 ,1.0,3.3,37.0,Beograd
TXN-10776,2025-05-30 03:00:00,CAT_BOOKS-695, $417.16 ,1.0,4.7,32.0,Kragujevac
TXN-10777,2025-07-11 20:00:00,CAT_ELEC-883,$176.16,2.0,4.0,27.0,Niš
TXN-10778,2025-04-21 19:00:00,CAT_ELEC-848,71.0,4.0,2.6,27.0,Kragujevac
TXN-10779,2025-06-26 14:00:00,CAT_CLOTH-121,240.53$,3.0,1.5,52.0,Zrenjanin
TXN-10780,2025-03-05 21:00:00,CAT_BOOKS-661,148.24,1.0,3.3,64.0,Subotica
TXN-10781,2025-08-06 05:00:00,CAT_ELEC-745,313.65,1.0,1.1,67.0,Zrenjanin
TXN-10782,2025-05-31 20:00:00,CAT_HOME-770,99.27,1.0,4.0,68.0,Niš
TXN-10783,2025-08-30 04:00:00,CAT_CLOTH-544,205.96$,1.0,3.2,61.0,Novi Sad
TXN-10784,2025-01-12 11:00:00,CAT_CLOTH-467,410.97$,2.0,3.7,27.0,Beograd
TXN-10785,2025-05-29 01:00:00,CAT_BOOKS-775,164.25,1.0,2.0,54.0,Kragujevac
TXN-10786,2025-04-28 21:00:00,CAT_HOME-876,$122.15,3.0,1.7,45.0,Kragujevac
TXN-10787,2025-09-01 07:00:00,CAT_HOME-544, $415.78 ,1.0,3.2,50.0,Subotica
TXN-10788,2025-01-29 02:00:00,CAT_ELEC-502, $228.7 ,1.0,2.0,38.0,Beograd
TXN-10789,2025-12-14 22:00:00,CAT_BEAUTY-630,,3.0,2.2,36.0,Niš
TXN-10790,,CAT_HOME-584,155.96,3.0,4.4,43.0,Niš
TXN-10791,2025-06-17 16:00:00,CAT_ELEC-208,406.99$,1.0,1.8,28.0,Beograd
TXN-10792,NEVAŽEĆI_DATUM,CAT_BOOKS-831,$338.69,2.0,4.8,22.0,Niš
TXN-10793,2025-01-20 23:00:00,CAT_CLOTH-651,110.33,1.0,2.6,32.0,Zrenjanin
TXN-10794,2025-05-03 09:00:00,CAT_CLOTH-490,$321.11,2.0,4.6,52.0,Zrenjanin
TXN-10795,2025-12-05 11:00:00,CAT_BEAUTY-229,$238.3,2.0,3.3,46.0,Subotica
TXN-10796,2025-01-24 07:00:00,CAT_ELEC-468,240.6,1.0,1.1,66.0,Beograd
TXN-10797,2025-11-25 10:00:00,CAT_BOOKS-908,287.44,1.0,3.7,60.0,Novi Sad
TXN-10798,2025-10-14 14:00:00,CAT_ELEC-314,168.49,1.0,2.2,20.0,Novi Sad
TXN-10799,2025-06-03 07:00:00,CAT_CLOTH-961, $480.16 ,2.0,4.0,33.0,Subotica
TXN-10800,2025-04-12 13:00:00,CAT_ELEC-990,488.13,2.0,5.0,55.0,Kragujevac
TXN-10801,2025-07-12 00:00:00,CAT_CLOTH-516,$137.25,2.0,2.4,34.0,Zrenjanin
TXN-10802,2025-06-07 11:00:00,CAT_BEAUTY-550,$302.99,2.0,2.6,50.0,Zrenjanin
TXN-10803,2025-11-14 18:00:00,CAT_BOOKS-521,$165.96,2.0,4.0,40.0,Novi Sad
TXN-10804,2025-10-27 07:00:00,CAT_BOOKS-735, $156.27 ,3.0,1.4,60.0,Zrenjanin
TXN-10805,2025-06-25 00:00:00,CAT_ELEC-884,60.12$,1.0,1.2,21.0,Beograd
TXN-10806,2025-07-04 03:00:00,CAT_CLOTH-247,100.69,4.0,2.0,32.0,Subotica
TXN-10807,2025-05-07 03:00:00,CAT_CLOTH-139,405.52$,2.0,4.7,45.0,Niš
TXN-10808,2025-02-23 02:00:00,CAT_ELEC-649,$398.99,1.0,1.4,34.0,Beograd
TXN-10809,2025-02-19 03:00:00,CAT_CLOTH-465, $129.92 ,3.0,1.4,21.0,Kragujevac
TXN-10810,2025-01-12 05:00:00,CAT_BOOKS-119,100.49,1.0,4.9,20.0,Subotica
TXN-10811,2025-12-31 10:00:00,CAT_BEAUTY-343, $115.5 ,2.0,2.1,41.0,Subotica
TXN-10812,2025-07-06 11:00:00,CAT_ELEC-726,$191.29,1.0,3.9,25.0,Zrenjanin
TXN-10813,2025-12-28 17:00:00,CAT_HOME-787,309.07$,4.0,4.9,40.0,Niš
TXN-10814,NEVAŽEĆI_DATUM,CAT_ELEC-791,$405.64,3.0,4.6,31.0,Zrenjanin
TXN-10815,2025-10-17 02:00:00,CAT_HOME-306,498.86$,4.0,3.7,64.0,Novi Sad
TXN-10816,2025-12-15 10:00:00,CAT_BEAUTY-583,$360.9,3.0,4.1,20.0,Kragujevac
TXN-10817,2025-12-17 02:00:00,CAT_BEAUTY-749,$405.2,2.0,2.0,57.0,Zrenjanin
TXN-10818,2025-12-15 09:00:00,CAT_HOME-340,$158.35,1.0,2.5,34.0,Niš
TXN-10819,2025-10-18 15:00:00,CAT_BOOKS-326,39.52$,10.0,1.9,24.0,Niš
TXN-10820,2025-04-12 05:00:00,CAT_HOME-453,$460.08,5.0,1.3,68.0,Niš
TXN-10821,2025-05-20 08:00:00,CAT_CLOTH-806, $82.39 ,1.0,3.4,24.0,Niš
TXN-10822,2025-05-23 18:00:00,CAT_CLOTH-708,41.28$,1.0,4.4,42.0,Beograd
TXN-10823,2025-10-29 21:00:00,CAT_CLOTH-914,201.6$,2.0,1.1,49.0,Beograd
TXN-10824,2025-01-20 01:00:00,CAT_HOME-363,203.5$,1.0,3.2,52.0,Subotica
TXN-10825,2025-07-08 19:00:00,CAT_ELEC-668,$428.7,2.0,3.5,30.0,Subotica
TXN-10826,2025-06-22 18:00:00,CAT_CLOTH-525, $89.1 ,1.0,3.3,61.0,Kragujevac
TXN-10827,2025-06-04 06:00:00,CAT_HOME-590,48.81$,2.0,1.9,18.0,Niš
TXN-10828,2025-12-18 12:00:00,CAT_CLOTH-150,140.2,1.0,2.7,63.0,Kragujevac
TXN-10829,2025-10-23 18:00:00,CAT_ELEC-966,393.84$,3.0,4.1,25.0,Novi Sad
TXN-10830,NEVAŽEĆI_DATUM,CAT_HOME-915, $39.36 ,3.0,4.7,50.0,Zrenjanin
TXN-10831,2025-09-26 02:00:00,CAT_BEAUTY-140, $13.86 ,1.0,3.4,64.0,Zrenjanin
TXN-10832,2025-02-14 09:00:00,CAT_CLOTH-429,$490.96,3.0,2.7,49.0,Novi Sad
TXN-10833,2025-03-20 15:00:00,CAT_BEAUTY-177,333.46,1.0,2.1,53.0,Beograd
TXN-10834,,CAT_ELEC-571,26.65$,1.0,3.2,62.0,Niš
TXN-10835,2025-07-27 13:00:00,CAT_CLOTH-719,$272.65,1.0,3.7,40.0,Niš
TXN-10836,2025-05-29 03:00:00,CAT_BOOKS-813,453.59,1.0,2.8,40.0,Zrenjanin
TXN-10837,2025-09-09 10:00:00,CAT_CLOTH-125,18.0$,2.0,2.3,51.0,Kragujevac
TXN-10838,2025-03-11 17:00:00,CAT_ELEC-337, $426.83 ,1.0,2.1,67.0,Zrenjanin
TXN-10839,2025-12-06 12:00:00,CAT_ELEC-177,,2.0,3.8,22.0,Subotica
TXN-10840,2025-03-12 14:00:00,CAT_CLOTH-230,116.23,1.0,2.6,41.0,Kragujevac
TXN-10841,2025-10-22 08:00:00,CAT_HOME-183, $455.8 ,5.0,3.4,25.0,Novi Sad
TXN-10842,,CAT_CLOTH-408, $69.49 ,2.0,2.3,28.0,Niš
TXN-10843,2025-10-26 13:00:00,CAT_BOOKS-425,$37.57,1.0,4.5,24.0,Kragujevac
TXN-10844,2025-01-10 16:00:00,CAT_BEAUTY-231,267.31,3.0,4.3,29.0,Kragujevac
TXN-10845,2025-07-02 15:00:00,CAT_BOOKS-231,473.73,2.0,4.8,49.0,Kragujevac
TXN-10846,2025-12-23 22:00:00,CAT_BOOKS-866,75.23,2.0,3.1,50.0,Kragujevac
TXN-10847,2025-07-04 11:00:00,CAT_BOOKS-350,363.77$,1.0,1.4,53.0,
TXN-10848,NEVAŽEĆI_DATUM,CAT_BEAUTY-706, $491.69 ,4.0,5.0,59.0,Kragujevac
TXN-10849,2025-08-08 08:00:00,CAT_ELEC-228,,1.0,3.8,27.0,Subotica
TXN-10850,2025-03-23 15:00:00,CAT_ELEC-987,158.31,1.0,1.6,68.0,Niš
TXN-10851,2025-10-03 05:00:00,CAT_HOME-718, $307.5 ,2.0,2.2,27.0,Novi Sad
TXN-10852,2025-10-02 02:00:00,CAT_CLOTH-148,78.8$,2.0,2.2,52.0,Zrenjanin
TXN-10853,2025-06-24 00:00:00,CAT_CLOTH-425, $118.06 ,1.0,1.8,61.0,Beograd
TXN-10854,2025-05-14 19:00:00,CAT_BOOKS-398, $487.74 ,1.0,4.8,61.0,Beograd
TXN-10855,2025-02-28 08:00:00,CAT_ELEC-636,387.8$,1.0,3.1,19.0,Niš
TXN-10856,2025-08-17 10:00:00,CAT_BOOKS-693,430.04$,3.0,1.2,39.0,Beograd
TXN-10857,2025-07-03 13:00:00,CAT_BOOKS-475,287.59,2.0,1.2,62.0,Novi Sad
TXN-10858,2025-02-13 16:00:00,CAT_HOME-134,184.49,1.0,3.6,24.0,Kragujevac
TXN-10859,2025-08-16 07:00:00,CAT_BEAUTY-867,405.64,2.0,4.1,40.0,Novi Sad
TXN-10860,2025-10-07 14:00:00,CAT_BEAUTY-828,470.72$,2.0,4.9,20.0,Beograd
TXN-10861,2025-08-30 12:00:00,CAT_BEAUTY-122,202.2,1.0,4.5,49.0,Subotica
TXN-10862,2025-02-10 18:00:00,CAT_BEAUTY-775,237.02$,3.0,4.9,26.0,Novi Sad
TXN-10863,2025-09-12 01:00:00,CAT_HOME-982,311.62$,4.0,2.2,61.0,Zrenjanin
TXN-10864,2025-05-13 17:00:00,CAT_CLOTH-465, $37.83 ,10.0,4.4,63.0,Novi Sad
TXN-10865,2025-11-26 10:00:00,CAT_HOME-295, $318.4 ,2.0,3.7,66.0,Niš
TXN-10866,2025-04-01 16:00:00,CAT_CLOTH-392,$329.2,2.0,3.5,61.0,Beograd
TXN-10867,2025-04-04 08:00:00,CAT_BEAUTY-537,225.13,1.0,1.9,62.0,Kragujevac
TXN-10868,2025-12-13 17:00:00,CAT_BOOKS-224, $15.47 ,5.0,4.5,65.0,Kragujevac
TXN-10869,2025-04-26 06:00:00,CAT_CLOTH-827, $358.6 ,2.0,3.2,47.0,Subotica
TXN-10870,2025-06-28 04:00:00,CAT_ELEC-717, $405.75 ,1.0,4.7,65.0,Beograd
TXN-10871,2025-09-25 17:00:00,CAT_ELEC-395,107.82,1.0,1.2,34.0,Novi Sad
TXN-10872,2025-06-24 16:00:00,CAT_ELEC-674, $140.01 ,1.0,4.7,50.0,Kragujevac
TXN-10873,2025-11-23 12:00:00,CAT_ELEC-675,,2.0,1.7,45.0,Zrenjanin
TXN-10874,2025-09-30 20:00:00,CAT_ELEC-862,63.66,1.0,3.2,37.0,Niš
TXN-10875,2025-12-20 09:00:00,CAT_CLOTH-300, $243.19 ,1.0,3.4,36.0,Subotica
TXN-10876,2025-11-07 00:00:00,CAT_BEAUTY-182,$289.14,1.0,3.6,55.0,Novi Sad
TXN-10877,NEVAŽEĆI_DATUM,CAT_BOOKS-771,428.02$,10.0,4.5,65.0,Beograd
TXN-10878,2025-01-16 03:00:00,CAT_BOOKS-176, $391.07 ,1.0,4.2,57.0,Niš
TXN-10879,2025-08-29 20:00:00,CAT_HOME-110,$125.72,4.0,4.4,35.0,Beograd
TXN-10880,2025-12-26 13:00:00,CAT_BEAUTY-746,464.4$,1.0,4.0,41.0,Zrenjanin
TXN-10881,2025-02-10 21:00:00,CAT_BEAUTY-571, $221.88 ,1.0,2.2,22.0,Novi Sad
TXN-10882,2025-09-25 11:00:00,CAT_BEAUTY-590, $115.59 ,1.0,1.7,26.0,Subotica
TXN-10883,NEVAŽEĆI_DATUM,CAT_BOOKS-849,225.54$,1.0,4.1,34.0,Niš
TXN-10884,NEVAŽEĆI_DATUM,CAT_BEAUTY-665, $429.3 ,1.0,1.4,39.0,Beograd
TXN-10885,2025-03-10 15:00:00,CAT_BOOKS-511,$66.67,2.0,2.0,46.0,Subotica
TXN-10886,2025-11-30 02:00:00,CAT_HOME-587, $83.02 ,5.0,2.9,34.0,Beograd
TXN-10887,2025-08-14 11:00:00,CAT_BEAUTY-100, $107.12 ,1.0,4.5,41.0,Niš
TXN-10888,2025-03-07 16:00:00,CAT_BOOKS-316, $492.35 ,3.0,3.8,29.0,Novi Sad
TXN-10889,,CAT_CLOTH-479,107.02,1.0,1.8,54.0,Zrenjanin
TXN-10890,2025-10-07 08:00:00,CAT_HOME-522,116.81$,2.0,3.7,69.0,Kragujevac
TXN-10891,2025-10-04 08:00:00,CAT_ELEC-992,$277.21,4.0,3.6,69.0,Zrenjanin
TXN-10892,2025-02-11 05:00:00,CAT_ELEC-860, $299.26 ,1.0,2.6,68.0,Beograd
TXN-10893,2025-11-08 13:00:00,CAT_BOOKS-473,249.17,1.0,4.2,59.0,Subotica
TXN-10894,2025-10-28 11:00:00,CAT_BEAUTY-493,179.05$,1.0,2.5,53.0,Beograd
TXN-10895,2025-06-07 02:00:00,CAT_ELEC-458,263.92,1.0,4.4,50.0,Subotica
TXN-10896,2025-03-20 19:00:00,CAT_BOOKS-457,133.65,3.0,3.7,65.0,Novi Sad
TXN-10897,2025-02-16 21:00:00,CAT_BEAUTY-730, $126.58 ,1.0,2.9,35.0,Beograd
TXN-10898,2025-06-27 14:00:00,CAT_ELEC-720,345.91$,5.0,2.7,49.0,Novi Sad
TXN-10899,2025-11-06 01:00:00,CAT_CLOTH-326,449.71$,1.0,1.6,26.0,Zrenjanin
TXN-10900,2025-07-03 22:00:00,CAT_BOOKS-883, $106.93 ,1.0,2.1,47.0,Subotica
TXN-10901,2025-11-17 10:00:00,CAT_ELEC-665,135.88,1.0,4.3,35.0,Beograd
TXN-10902,2025-08-17 11:00:00,CAT_BEAUTY-627, $48.23 ,1.0,3.9,64.0,Subotica
TXN-10903,2025-10-13 23:00:00,CAT_HOME-145,354.44,2.0,3.1,22.0,Novi Sad
TXN-10904,2025-05-13 16:00:00,CAT_ELEC-505,311.86,1.0,4.0,39.0,Zrenjanin
TXN-10905,2025-09-04 21:00:00,CAT_BEAUTY-907,$47.32,1.0,3.9,67.0,
TXN-10906,,CAT_CLOTH-333,245.28$,3.0,1.1,24.0,Kragujevac
TXN-10907,2025-02-02 05:00:00,CAT_HOME-356, $369.65 ,2.0,4.1,20.0,Kragujevac
TXN-10908,2025-12-28 12:00:00,CAT_HOME-345,80.55$,3.0,3.8,28.0,Zrenjanin
TXN-10909,2025-10-27 03:00:00,CAT_HOME-157,190.93$,1.0,1.6,29.0,Beograd
TXN-10910,2025-09-12 20:00:00,CAT_CLOTH-551, $101.61 ,2.0,2.5,48.0,Zrenjanin
TXN-10911,2025-02-25 02:00:00,CAT_HOME-724,$475.15,1.0,4.7,66.0,Zrenjanin
TXN-10912,NEVAŽEĆI_DATUM,CAT_HOME-149,$390.32,1.0,2.5,38.0,Kragujevac
TXN-10913,2025-06-09 10:00:00,CAT_CLOTH-450,390.66$,2.0,3.8,30.0,
TXN-10914,2025-04-27 02:00:00,CAT_HOME-423,376.55$,2.0,2.7,43.0,Niš
TXN-10915,2025-09-18 15:00:00,CAT_ELEC-754,336.38$,4.0,1.1,25.0,Subotica
TXN-10916,2025-01-08 16:00:00,CAT_BOOKS-300, $201.42 ,1.0,2.9,63.0,Niš
TXN-10917,NEVAŽEĆI_DATUM,CAT_HOME-513,47.18,1.0,3.7,65.0,Novi Sad
TXN-10918,2025-04-01 04:00:00,CAT_ELEC-881,$89.13,1.0,4.5,67.0,Subotica
TXN-10919,2025-10-24 09:00:00,CAT_ELEC-512,$282.83,1.0,1.6,48.0,Beograd
TXN-10920,2025-12-25 09:00:00,CAT_ELEC-265,142.53,1.0,1.7,34.0,Novi Sad
TXN-10921,2025-12-19 21:00:00,CAT_BOOKS-826,$458.64,2.0,4.8,57.0,Subotica
TXN-10922,2025-06-27 13:00:00,CAT_BOOKS-491, $259.9 ,2.0,3.8,33.0,Subotica
TXN-10923,2025-11-04 21:00:00,CAT_HOME-448, $493.38 ,1.0,1.7,29.0,Zrenjanin
TXN-10924,2025-02-18 01:00:00,CAT_HOME-669,239.56,1.0,3.3,44.0,Zrenjanin
TXN-10925,2025-11-25 05:00:00,CAT_HOME-793,27.07$,1.0,1.5,28.0,Zrenjanin
TXN-10926,2025-12-17 17:00:00,CAT_BOOKS-234,,5.0,3.0,41.0,Novi Sad
TXN-10927,2025-01-24 08:00:00,CAT_BOOKS-475,39.96$,1.0,3.0,56.0,Beograd
TXN-10928,2025-03-13 00:00:00,CAT_BOOKS-874,277.17,1.0,2.1,63.0,Niš
TXN-10929,2025-10-22 16:00:00,CAT_BOOKS-626, $356.43 ,1.0,1.8,35.0,Beograd
TXN-10930,2025-06-20 03:00:00,CAT_BOOKS-837,70.98$,2.0,1.5,54.0,Kragujevac
TXN-10931,,CAT_CLOTH-646, $170.28 ,1.0,2.6,57.0,Subotica
TXN-10932,,CAT_BOOKS-636,$188.97,1.0,1.3,32.0,Beograd
TXN-10933,2025-01-21 15:00:00,CAT_CLOTH-174,76.11$,1.0,4.1,42.0,Novi Sad
TXN-10934,2025-10-18 07:00:00,CAT_HOME-504,406.26$,2.0,4.7,50.0,Kragujevac
TXN-10935,,CAT_BEAUTY-907,381.07$,1.0,2.1,51.0,Subotica
TXN-10936,2025-06-14 00:00:00,CAT_ELEC-686,61.84$,1.0,2.1,41.0,Beograd
TXN-10937,2025-06-19 12:00:00,CAT_BEAUTY-711,$168.56,5.0,1.3,60.0,Novi Sad
TXN-10938,2025-12-29 02:00:00,CAT_ELEC-981,182.04$,1.0,3.6,45.0,Beograd
TXN-10939,2025-10-25 10:00:00,CAT_ELEC-464, $19.42 ,2.0,1.4,52.0,Niš
TXN-10940,2025-07-25 10:00:00,CAT_BOOKS-455,$133.71,1.0,1.3,19.0,Kragujevac
TXN-10941,2025-11-21 18:00:00,CAT_HOME-924,226.87$,3.0,2.0,22.0,Zrenjanin
TXN-10942,2025-05-12 02:00:00,CAT_BEAUTY-421,$89.23,1.0,1.6,64.0,Kragujevac
TXN-10943,2025-08-17 01:00:00,CAT_CLOTH-334,147.26$,1.0,4.9,23.0,Novi Sad
TXN-10944,2025-06-30 07:00:00,CAT_BOOKS-474,$352.48,2.0,5.0,34.0,Novi Sad
TXN-10945,2025-10-01 12:00:00,CAT_BOOKS-805,213.86$,1.0,2.0,47.0,Novi Sad
TXN-10946,2025-04-30 22:00:00,CAT_BOOKS-258,$396.23,1.0,3.4,22.0,Zrenjanin
TXN-10947,2025-07-16 21:00:00,CAT_CLOTH-181,$430.72,1.0,4.1,29.0,Kragujevac
TXN-10948,2025-12-27 16:00:00,CAT_BOOKS-113,$185.82,1.0,2.2,23.0,Kragujevac
TXN-10949,2025-09-07 03:00:00,CAT_BOOKS-339, $469.5 ,10.0,1.5,65.0,Kragujevac
TXN-10950,2025-10-07 04:00:00,CAT_BOOKS-187,393.32,2.0,4.1,56.0,Kragujevac
TXN-10951,2025-12-13 16:00:00,CAT_HOME-423,286.81$,2.0,3.5,62.0,Zrenjanin
TXN-10952,NEVAŽEĆI_DATUM,CAT_HOME-190,74.7,5.0,2.0,63.0,Zrenjanin
TXN-10953,2025-01-18 14:00:00,CAT_HOME-299,$286.93,1.0,3.9,35.0,Beograd
TXN-10954,2025-12-05 15:00:00,CAT_CLOTH-943,215.15$,2.0,3.4,28.0,Zrenjanin
TXN-10955,2025-01-18 20:00:00,CAT_HOME-825,148.87$,1.0,1.8,35.0,Zrenjanin
TXN-10956,2025-08-25 21:00:00,CAT_BOOKS-280,$131.5,2.0,2.4,20.0,Zrenjanin
TXN-10957,2025-05-25 14:00:00,CAT_HOME-308,$394.33,1.0,4.3,67.0,Subotica
TXN-10958,2025-04-14 00:00:00,CAT_BEAUTY-142,207.78,2.0,2.3,66.0,Subotica
TXN-10959,2025-01-24 19:00:00,CAT_BEAUTY-956,311.97$,1.0,2.6,63.0,Zrenjanin
TXN-10960,2025-07-29 10:00:00,CAT_BEAUTY-687, $326.64 ,2.0,4.5,57.0,Niš
TXN-10961,2025-03-06 18:00:00,CAT_CLOTH-573,$196.21,3.0,4.8,51.0,Subotica
TXN-10962,,CAT_ELEC-265, $32.38 ,4.0,1.4,42.0,Zrenjanin
TXN-10963,2025-01-30 13:00:00,CAT_BEAUTY-240, $294.79 ,1.0,4.7,54.0,Beograd
TXN-10964,2025-10-10 23:00:00,CAT_HOME-140,88.04,1.0,3.4,47.0,Novi Sad
TXN-10965,2025-09-24 18:00:00,CAT_ELEC-539,120.15,3.0,2.9,61.0,Novi Sad
TXN-10966,2025-12-27 19:00:00,CAT_ELEC-281,380.96,1.0,3.0,63.0,Beograd
TXN-10967,2025-07-28 20:00:00,CAT_ELEC-484,88.27$,2.0,1.5,38.0,Subotica
TXN-10968,,CAT_CLOTH-507,434.3,5.0,1.9,19.0,Kragujevac
TXN-10969,2025-04-21 09:00:00,CAT_ELEC-498, $186.46 ,10.0,2.8,54.0,Subotica
TXN-10970,2025-03-08 03:00:00,CAT_ELEC-343,77.37$,1.0,3.9,39.0,Kragujevac
TXN-10971,2025-09-13 20:00:00,CAT_BEAUTY-414,158.28,2.0,3.9,52.0,Zrenjanin
TXN-10972,2025-04-07 17:00:00,CAT_BOOKS-652, $359.02 ,4.0,2.3,65.0,Beograd
TXN-10973,2025-11-02 06:00:00,CAT_HOME-719, $46.73 ,1.0,3.5,33.0,Zrenjanin
TXN-10974,2025-10-22 09:00:00,CAT_BEAUTY-518,69.26,2.0,2.4,62.0,Kragujevac
TXN-10975,NEVAŽEĆI_DATUM,CAT_BOOKS-991,$295.47,2.0,3.0,65.0,Niš
TXN-10976,,CAT_HOME-402,$365.72,2.0,4.9,64.0,Beograd
TXN-10977,2025-06-11 11:00:00,CAT_BEAUTY-730,376.62$,2.0,3.1,27.0,Niš
TXN-10978,,CAT_CLOTH-713,47.08,1.0,2.6,28.0,Kragujevac
TXN-10979,,CAT_BEAUTY-621,374.6,1.0,1.4,41.0,Beograd
TXN-10980,2025-05-02 18:00:00,CAT_BOOKS-385,484.1,1.0,3.9,45.0,Kragujevac
TXN-10981,2025-09-16 05:00:00,CAT_CLOTH-253,272.28,2.0,4.3,34.0,Zrenjanin
TXN-10982,2025-12-28 11:00:00,CAT_ELEC-335,410.51,2.0,4.2,57.0,Subotica
TXN-10983,2025-05-01 04:00:00,CAT_HOME-760,199.89$,1.0,4.3,66.0,Beograd
TXN-10984,2025-09-18 15:00:00,CAT_BEAUTY-940,368.05$,2.0,2.3,63.0,Beograd
TXN-10985,2025-10-04 21:00:00,CAT_HOME-674,170.65,3.0,3.7,59.0,Zrenjanin
TXN-10986,2025-02-23 00:00:00,CAT_BOOKS-326,$305.09,1.0,2.5,46.0,Kragujevac
TXN-10987,2025-06-17 18:00:00,CAT_BOOKS-337,367.04,2.0,4.6,68.0,Zrenjanin
TXN-10988,2025-08-01 18:00:00,CAT_CLOTH-740,331.95,1.0,1.5,53.0,Niš
TXN-10989,2025-11-24 00:00:00,CAT_BEAUTY-457,$108.28,3.0,3.6,65.0,Novi Sad
TXN-10990,2025-11-26 10:00:00,CAT_BOOKS-338,,1.0,1.3,36.0,Zrenjanin
TXN-10991,2025-03-23 21:00:00,CAT_BEAUTY-834,407.49,1.0,,36.0,Subotica
TXN-10992,2025-04-02 05:00:00,CAT_BOOKS-859,50.18,1.0,3.2,38.0,Subotica
TXN-10993,2025-09-17 00:00:00,CAT_BOOKS-836, $234.62 ,1.0,2.1,27.0,Niš
TXN-10994,2025-05-30 10:00:00,CAT_BEAUTY-816,430.05$,1.0,1.1,34.0,Novi Sad
TXN-10995,2025-12-26 14:00:00,CAT_CLOTH-219,211.08$,1.0,3.1,60.0,Subotica
TXN-10996,2025-07-23 21:00:00,CAT_BEAUTY-462,185.27,1.0,3.3,56.0,Subotica
TXN-10997,2025-09-20 01:00:00,CAT_BEAUTY-750, $436.02 ,1.0,4.3,23.0,Subotica
TXN-10998,2025-08-11 01:00:00,CAT_ELEC-240,153.73,1.0,3.2,50.0,Subotica
TXN-10999,2025-12-05 10:00:00,CAT_ELEC-814, $312.36 ,1.0,3.2,34.0,Subotica
TXN-11000,2025-07-23 00:00:00,CAT_CLOTH-861,337.49,5.0,3.9,23.0,Niš
TXN-11001,2025-04-19 14:00:00,CAT_BEAUTY-668,$350.69,1.0,,64.0,Niš
TXN-11002,2025-10-08 21:00:00,CAT_HOME-886,$469.3,1.0,1.2,44.0,Niš
TXN-11003,2025-04-15 13:00:00,CAT_BOOKS-201, $53.68 ,1.0,2.5,30.0,Subotica
TXN-11004,2025-12-15 06:00:00,CAT_BEAUTY-310,$361.79,2.0,2.0,28.0,Beograd
TXN-11005,2025-09-30 03:00:00,CAT_BEAUTY-693,98.85,1.0,4.7,29.0,Novi Sad
TXN-11006,2025-07-23 19:00:00,CAT_HOME-710,125.05,1.0,4.1,65.0,Beograd
TXN-11007,2025-04-16 10:00:00,CAT_ELEC-749,190.74$,2.0,1.3,61.0,Beograd
TXN-11008,2025-01-14 03:00:00,CAT_BOOKS-523,122.63,1.0,1.1,61.0,Kragujevac
TXN-11009,2025-02-24 14:00:00,CAT_CLOTH-518,$492.47,4.0,4.1,26.0,Niš
TXN-11010,2025-08-04 13:00:00,CAT_ELEC-567, $403.24 ,10.0,4.5,26.0,
TXN-11011,2025-04-22 08:00:00,CAT_CLOTH-302, $112.87 ,1.0,4.6,67.0,Kragujevac
TXN-11012,2025-02-11 10:00:00,CAT_BEAUTY-445,$338.54,2.0,3.4,41.0,Novi Sad
TXN-11013,2025-03-17 04:00:00,CAT_BEAUTY-202, $297.35 ,4.0,2.1,63.0,Subotica
TXN-11014,2025-05-16 12:00:00,CAT_HOME-107, $58.9 ,2.0,4.9,60.0,Beograd
TXN-11015,NEVAŽEĆI_DATUM,CAT_CLOTH-643, $175.17 ,3.0,4.3,28.0,Niš
TXN-11016,2025-12-24 19:00:00,CAT_HOME-710,466.21$,1.0,4.5,41.0,Subotica
TXN-11017,NEVAŽEĆI_DATUM,CAT_CLOTH-114,198.36$,1.0,2.9,25.0,Niš
TXN-11018,2025-07-12 00:00:00,CAT_HOME-153,469.21$,2.0,,36.0,Zrenjanin
TXN-11019,2025-01-16 21:00:00,CAT_HOME-912,$284.85,1.0,3.4,67.0,Kragujevac
TXN-11020,2025-08-11 21:00:00,CAT_ELEC-185,177.99,1.0,3.3,52.0,Zrenjanin
TXN-11021,2025-07-14 07:00:00,CAT_BEAUTY-299, $179.81 ,1.0,,30.0,Subotica
TXN-11022,2025-09-21 16:00:00,CAT_BOOKS-258,$354.96,1.0,1.6,22.0,Beograd
TXN-11023,2025-05-19 02:00:00,CAT_BEAUTY-311, $45.02 ,5.0,2.3,48.0,Zrenjanin
