ID_Porudzbine,Datum,Proizvod,Kategorija,Kolicina,Prodajna_Cena,Nabavna_Cena,Grad
ORD_10837,2025-12-15,Slusalice ANC,Periferije,3.0,101.47 RSD,50,Kragujevac
ORD_10838,2025-04-02,Dell Monitor 27,Elektronika,4.0,289.84 RSD,180,Novi Sad
ORD_10839,2025-06-26,Radni Sto Podesivi,Namestaj,5.0,244.11 RSD,120,Beograd
ORD_10840,2025-08-17,HP Pavilion Gaming,Elektronika,2.0,809.99 RSD,680,Subotica
ORD_10841,2025-07-25,Samsung S24 Ultra,Elektronika,5.0,1277.52 RSD,900,Kragujevac
ORD_10842,2025-07-19,Laptop ASUS ZenBook,Elektronika,,974.17 RSD,750,Subotica
ORD_10843,2025-11-04,iPhone 15 Pro,Elektronika,4.0,1250.66 RSD,850,Beograd
ORD_10844,2025-11-08,Kancelarijska Stolica,Namestaj,1.0,131.96,70,Nis
ORD_10845,2025-05-27,Slusalice ANC,Periferije,5.0,102.62 RSD,50,Beograd
ORD_10846,2025-01-06,Gaming Mis RGB,Periferije,4.0,43.35 RSD,20,Kragujevac
ORD_10847,2025-01-18,Radni Sto Podesivi,Namestaj,2.0,262.34 RSD,120,
ORD_10848,2025-03-28,Samsung S24 Ultra,Elektronika,5.0,1235.57 RSD,900,
ORD_10849,2025-02-14,Laptop ASUS ZenBook,Elektronika,2.0,1065.98 RSD,750,Novi Sad
ORD_10850,2025-10-28,Mehanicka Tastatura,Periferije,,69.07 RSD,35,
ORD_10851,2025-10-09,HP Pavilion Gaming,Elektronika,1.0,949.99 RSD,680,Kragujevac
ORD_10852,2026-02-22,Kancelarijska Stolica,Namestaj,3.0,133.8 RSD,70,Beograd
ORD_10853,2025-10-22,Gaming Mis RGB,Periferije,4.0,51.48,20,Kragujevac
ORD_10854,2025-02-07,HP Pavilion Gaming,Elektronika,5.0,846.48 RSD,680,Subotica
ORD_10855,2026-03-25,Dell Monitor 27,Elektronika,3.0,266.44 RSD,180,Novi Sad
ORD_10856,2025-10-16,Gaming Mis RGB,Periferije,4.0,42.87 RSD,20,Novi Sad
ORD_10857,2025-10-28,Gaming Mis RGB,Periferije,4.0,47.22 RSD,20,Novi Sad
ORD_10858,2025-11-21,HP Pavilion Gaming,Elektronika,4.0,914.82 RSD,680,
ORD_10859,2025-07-31,Samsung S24 Ultra,Elektronika,3.0,1122.08 RSD,900,Subotica
ORD_10860,2025-05-28,Radni Sto Podesivi,Namestaj,2.0,251.28,120,Novi Sad
ORD_10861,2025-04-02,HP Pavilion Gaming,Elektronika,5.0,893.62 RSD,680,Kragujevac
ORD_10862,2026-01-18,Radni Sto Podesivi,Namestaj,2.0,238.72 RSD,120,Nis
ORD_10863,2026-01-12,Samsung S24 Ultra,Elektronika,2.0,1219.6 RSD,900,Beograd
ORD_10864,2026-03-05,Samsung S24 Ultra,Elektronika,2.0,1209.2 RSD,900,Subotica
ORD_10865,2025-12-13,HP Pavilion Gaming,Elektronika,1.0,913.83 RSD,680,Subotica
ORD_10866,2026-03-11,Dell Monitor 27,Elektronika,1.0,264.31 RSD,180,Nis
ORD_10867,2025-09-09,Slusalice ANC,Periferije,3.0,97.5 RSD,50,Kragujevac
ORD_10868,2025-04-24,Radni Sto Podesivi,Namestaj,4.0,255.59 RSD,120,Kragujevac
ORD_10869,2025-10-04,Mehanicka Tastatura,Periferije,4.0,83.14,35,
ORD_10870,2025-03-03,iPhone 15 Pro,Elektronika,4.0,1109.59 RSD,850,
ORD_10871,2025-12-12,Laptop ASUS ZenBook,Elektronika,1.0,994.56 RSD,750,Novi Sad
ORD_10872,2026-03-18,Kancelarijska Stolica,Namestaj,5.0,146.82 RSD,70,Beograd
ORD_10873,2025-11-10,Radni Sto Podesivi,Namestaj,4.0,232.94 RSD,120,Nis
ORD_10874,2025-12-25,Samsung S24 Ultra,Elektronika,4.0,1111.6 RSD,900,Nis
ORD_10875,2025-04-03,Radni Sto Podesivi,Namestaj,4.0,220.31 RSD,120,
ORD_10876,2026-01-05,Samsung S24 Ultra,Elektronika,1.0,1291.15 RSD,900,Nis
ORD_10877,2025-03-16,Mehanicka Tastatura,Periferije,2.0,78.54 RSD,35,Nis
ORD_10878,2025-08-04,Laptop ASUS ZenBook,Elektronika,2.0,940.96 RSD,750,
ORD_10879,2026-01-04,Dell Monitor 27,Elektronika,5.0,268.32 RSD,180,Novi Sad
ORD_10880,2025-01-25,Dell Monitor 27,Elektronika,5.0,268.86 RSD,180,Subotica
ORD_10881,2025-09-01,Samsung S24 Ultra,Elektronika,3.0,1279.69 RSD,900,
ORD_10882,2025-07-04,Kancelarijska Stolica,Namestaj,3.0,128.09 RSD,70,Novi Sad
ORD_10883,2025-07-30,Kancelarijska Stolica,Namestaj,1.0,130.62 RSD,70,Kragujevac
ORD_10884,2025-10-22,Samsung S24 Ultra,Elektronika,5.0,1312.98 RSD,900,Novi Sad
ORD_10885,2025-12-11,Kancelarijska Stolica,Namestaj,3.0,132.86 RSD,70,Nis
ORD_10886,2025-11-11,HP Pavilion Gaming,Elektronika,4.0,931.52 RSD,680,Beograd
ORD_10887,2025-08-04,iPhone 15 Pro,Elektronika,3.0,1077.16 RSD,850,Subotica
ORD_10888,2025-06-25,HP Pavilion Gaming,Elektronika,2.0,826.39 RSD,680,Novi Sad
ORD_10889,2025-11-27,Radni Sto Podesivi,Namestaj,5.0,224.66 RSD,120,Novi Sad
ORD_10890,2025-08-19,Slusalice ANC,Periferije,5.0,109.39 RSD,50,Subotica
ORD_10891,2025-12-05,iPhone 15 Pro,Elektronika,2.0,1225.37 RSD,850,
ORD_10892,2025-03-27,HP Pavilion Gaming,Elektronika,2.0,965.24 RSD,680,Nis
ORD_10893,2025-01-14,Dell Monitor 27,Elektronika,1.0,278.83 RSD,180,Subotica
ORD_10894,2025-11-13,HP Pavilion Gaming,Elektronika,3.0,934.44 RSD,680,Nis
ORD_10895,2025-05-07,Radni Sto Podesivi,Namestaj,2.0,222.75 RSD,120,Beograd
ORD_10896,2026-03-06,iPhone 15 Pro,Elektronika,,1090.36 RSD,850,Novi Sad
ORD_10897,2025-08-28,Kancelarijska Stolica,Namestaj,4.0,154.39 RSD,70,Novi Sad
ORD_10898,2025-03-11,Dell Monitor 27,Elektronika,4.0,255.78 RSD,180,Beograd
ORD_10899,2025-08-22,Slusalice ANC,Periferije,5.0,95.38 RSD,50,Kragujevac
ORD_10900,2025-11-24,Mehanicka Tastatura,Periferije,5.0,71.33 RSD,35,Novi Sad
ORD_10901,2025-04-27,Gaming Mis RGB,Periferije,5.0,42.77 RSD,20,Novi Sad
ORD_10902,2025-03-21,Mehanicka Tastatura,Periferije,,70.9 RSD,35,Beograd
ORD_10903,2025-08-29,Kancelarijska Stolica,Namestaj,3.0,144.99 RSD,70,Nis
ORD_10904,2025-01-05,Gaming Mis RGB,Periferije,3.0,46.71 RSD,20,Kragujevac
ORD_10905,2025-10-08,Samsung S24 Ultra,Elektronika,1.0,1337.09 RSD,900,Kragujevac
ORD_10906,2025-05-08,Mehanicka Tastatura,Periferije,4.0,81.08 RSD,35,Nis
ORD_10907,2025-05-15,Mehanicka Tastatura,Periferije,2.0,73.47,35,Kragujevac
ORD_10908,2025-05-26,Slusalice ANC,Periferije,3.0,99.21 RSD,50,Novi Sad
ORD_10909,2026-03-13,Mehanicka Tastatura,Periferije,2.0,74.08,35,Subotica
ORD_10910,2025-08-20,Gaming Mis RGB,Periferije,5.0,48.4 RSD,20,Beograd
ORD_10911,2025-03-19,Kancelarijska Stolica,Namestaj,1.0,135.54,70,Beograd
ORD_10912,2025-05-18,HP Pavilion Gaming,Elektronika,3.0,926.09 RSD,680,Subotica
ORD_10913,2025-03-19,Samsung S24 Ultra,Elektronika,1.0,1211.45,900,Nis
ORD_10914,2025-07-10,Radni Sto Podesivi,Namestaj,4.0,240.1 RSD,120,Novi Sad
ORD_10915,2025-01-29,HP Pavilion Gaming,Elektronika,2.0,890.36 RSD,680,Kragujevac
ORD_10916,2025-04-09,Gaming Mis RGB,Periferije,2.0,45.44 RSD,20,Nis
ORD_10917,2026-01-29,Laptop ASUS ZenBook,Elektronika,1.0,1143.66 RSD,750,Nis
ORD_10918,2025-04-12,Samsung S24 Ultra,Elektronika,1.0,1303.54 RSD,900,Kragujevac
ORD_10919,2025-07-19,Samsung S24 Ultra,Elektronika,4.0,1141.43 RSD,900,Novi Sad
ORD_10920,2026-01-17,iPhone 15 Pro,Elektronika,1.0,1228.43 RSD,850,Novi Sad
ORD_10921,2025-04-12,Gaming Mis RGB,Periferije,3.0,47.37 RSD,20,
ORD_10922,2025-05-01,Samsung S24 Ultra,Elektronika,1.0,1337.58 RSD,900,Beograd
ORD_10923,2025-03-03,Radni Sto Podesivi,Namestaj,5.0,252.49 RSD,120,Subotica
ORD_10924,2025-12-19,Slusalice ANC,Periferije,4.0,102.85 RSD,50,Subotica
ORD_10925,2025-09-13,Samsung S24 Ultra,Elektronika,2.0,1110.84,900,
ORD_10926,2025-07-02,Laptop ASUS ZenBook,Elektronika,1.0,994.11 RSD,750,Subotica
ORD_10927,2025-04-30,iPhone 15 Pro,Elektronika,4.0,1149.99 RSD,850,
ORD_10928,2026-01-11,Kancelarijska Stolica,Namestaj,4.0,146.5 RSD,70,Novi Sad
ORD_10929,2025-01-21,iPhone 15 Pro,Elektronika,3.0,1081.89 RSD,850,Novi Sad
ORD_10930,2025-04-08,Dell Monitor 27,Elektronika,4.0,263.36 RSD,180,Novi Sad
ORD_10931,2026-03-21,Gaming Mis RGB,Periferije,3.0,50.85 RSD,20,Kragujevac
ORD_10932,2025-09-29,iPhone 15 Pro,Elektronika,1.0,1256.26 RSD,850,Novi Sad
ORD_10933,2025-08-21,Dell Monitor 27,Elektronika,3.0,286.54,180,Nis
ORD_10934,2025-11-14,iPhone 15 Pro,Elektronika,1.0,1061.2 RSD,850,Beograd
ORD_10935,2025-12-04,Kancelarijska Stolica,Namestaj,1.0,135.67 RSD,70,Beograd
ORD_10936,2026-01-28,Dell Monitor 27,Elektronika,4.0,256.1 RSD,180,Novi Sad
ORD_10937,2025-02-26,Mehanicka Tastatura,Periferije,3.0,82.63,35,Subotica
ORD_10938,2026-03-24,iPhone 15 Pro,Elektronika,2.0,1048.26,850,Beograd
ORD_10939,2025-10-20,HP Pavilion Gaming,Elektronika,1.0,917.04 RSD,680,Nis
ORD_10940,2025-12-26,Dell Monitor 27,Elektronika,,271.44 RSD,180,Beograd
ORD_10941,2025-01-07,Slusalice ANC,Periferije,1.0,105.69 RSD,50,Nis
ORD_10942,2026-02-15,HP Pavilion Gaming,Elektronika,4.0,931.27 RSD,680,
ORD_10943,2026-02-11,Mehanicka Tastatura,Periferije,3.0,81.28 RSD,35,Novi Sad
ORD_10944,2026-01-11,Dell Monitor 27,Elektronika,1.0,267.39,180,Beograd
ORD_10945,2025-02-21,Dell Monitor 27,Elektronika,1.0,255.66 RSD,180,Beograd
ORD_10946,2025-12-03,Samsung S24 Ultra,Elektronika,5.0,1140.59 RSD,900,Beograd
ORD_10947,2025-08-01,Dell Monitor 27,Elektronika,5.0,309.0 RSD,180,Kragujevac
ORD_10948,2025-12-26,Kancelarijska Stolica,Namestaj,4.0,153.72 RSD,70,Beograd
ORD_10949,2025-07-25,iPhone 15 Pro,Elektronika,5.0,1163.38 RSD,850,Kragujevac
ORD_10950,2025-06-30,Slusalice ANC,Periferije,4.0,106.71 RSD,50,Novi Sad
ORD_10951,2026-01-27,Kancelarijska Stolica,Namestaj,4.0,147.45 RSD,70,Novi Sad
ORD_10952,2025-10-16,Slusalice ANC,Periferije,2.0,97.36 RSD,50,Kragujevac
ORD_10953,2025-08-20,Radni Sto Podesivi,Namestaj,3.0,258.22 RSD,120,
ORD_10954,2025-11-02,Laptop ASUS ZenBook,Elektronika,3.0,1027.13,750,Novi Sad
ORD_10955,2025-04-24,Laptop ASUS ZenBook,Elektronika,3.0,1019.29 RSD,750,
ORD_10956,2025-09-19,Radni Sto Podesivi,Namestaj,5.0,238.45 RSD,120,Beograd
ORD_10957,2025-08-24,HP Pavilion Gaming,Elektronika,1.0,816.42 RSD,680,Novi Sad
ORD_10958,2025-04-30,Slusalice ANC,Periferije,2.0,97.16 RSD,50,Kragujevac
ORD_10959,2025-04-22,Mehanicka Tastatura,Periferije,5.0,79.81 RSD,35,Nis
ORD_10960,2026-02-27,iPhone 15 Pro,Elektronika,4.0,1039.87 RSD,850,Subotica
ORD_10961,2025-01-20,Slusalice ANC,Periferije,3.0,106.77 RSD,50,Subotica
ORD_10962,2025-06-28,Laptop ASUS ZenBook,Elektronika,3.0,988.98 RSD,750,Subotica
ORD_10963,2025-01-06,Samsung S24 Ultra,Elektronika,5.0,1206.22 RSD,900,Subotica
ORD_10964,2025-01-22,Radni Sto Podesivi,Namestaj,5.0,226.93 RSD,120,Novi Sad
ORD_10965,2025-03-20,Dell Monitor 27,Elektronika,2.0,276.34,180,Nis
ORD_10966,2025-10-22,Gaming Mis RGB,Periferije,5.0,49.69 RSD,20,Novi Sad
ORD_10967,2025-03-09,Mehanicka Tastatura,Periferije,2.0,72.75 RSD,35,
ORD_10968,2025-07-24,Laptop ASUS ZenBook,Elektronika,5.0,1059.61 RSD,750,Nis
ORD_10969,2025-09-04,iPhone 15 Pro,Elektronika,2.0,1134.25 RSD,850,
ORD_10970,2025-10-15,Slusalice ANC,Periferije,2.0,108.1 RSD,50,Beograd
ORD_10971,2025-05-17,Samsung S24 Ultra,Elektronika,1.0,1348.58 RSD,900,Kragujevac
ORD_10972,2025-12-10,HP Pavilion Gaming,Elektronika,1.0,946.69 RSD,680,Beograd
ORD_10973,2025-11-01,Kancelarijska Stolica,Namestaj,3.0,133.95 RSD,70,Beograd
ORD_10974,2026-02-25,Kancelarijska Stolica,Namestaj,5.0,128.44 RSD,70,Beograd
ORD_10975,2026-02-23,Gaming Mis RGB,Periferije,1.0,45.12 RSD,20,Beograd
ORD_10976,2026-01-14,HP Pavilion Gaming,Elektronika,1.0,920.56,680,Beograd
ORD_10977,2025-06-25,Radni Sto Podesivi,Namestaj,1.0,215.07 RSD,120,Nis
ORD_10978,2025-06-19,Gaming Mis RGB,Periferije,1.0,47.46 RSD,20,Beograd
ORD_10979,2026-01-20,Dell Monitor 27,Elektronika,5.0,290.81 RSD,180,
ORD_10980,2025-07-12,iPhone 15 Pro,Elektronika,1.0,1100.22 RSD,850,Subotica
ORD_10981,2025-01-31,Radni Sto Podesivi,Namestaj,2.0,251.05 RSD,120,Kragujevac
ORD_10982,2025-08-27,Radni Sto Podesivi,Namestaj,,217.83 RSD,120,Nis
ORD_10983,2026-03-19,Radni Sto Podesivi,Namestaj,3.0,216.26 RSD,120,
ORD_10984,2025-07-14,Mehanicka Tastatura,Periferije,2.0,79.65 RSD,35,Novi Sad
ORD_10985,2025-09-30,Gaming Mis RGB,Periferije,5.0,47.45,20,Nis
ORD_10986,2025-01-21,Dell Monitor 27,Elektronika,1.0,296.3 RSD,180,Novi Sad
ORD_10987,2026-01-17,Gaming Mis RGB,Periferije,4.0,46.85 RSD,20,Novi Sad
ORD_10988,2025-05-01,Kancelarijska Stolica,Namestaj,3.0,134.89 RSD,70,Novi Sad
ORD_10989,2026-03-26,Laptop ASUS ZenBook,Elektronika,3.0,1115.2 RSD,750,Subotica
ORD_10990,2025-04-26,Dell Monitor 27,Elektronika,3.0,302.96 RSD,180,
ORD_10991,2026-01-09,iPhone 15 Pro,Elektronika,1.0,1186.73 RSD,850,Kragujevac
ORD_10992,2025-05-04,Samsung S24 Ultra,Elektronika,4.0,1175.76 RSD,900,Novi Sad
ORD_10993,2025-08-18,Slusalice ANC,Periferije,3.0,106.49 RSD,50,Beograd
ORD_10994,2025-12-17,Slusalice ANC,Periferije,5.0,101.44 RSD,50,Novi Sad
ORD_10995,2025-08-09,Dell Monitor 27,Elektronika,2.0,260.49 RSD,180,Beograd
ORD_10996,2025-06-12,Slusalice ANC,Periferije,2.0,113.68,50,
ORD_10997,2025-06-12,HP Pavilion Gaming,Elektronika,2.0,833.5 RSD,680,Subotica
ORD_10998,2025-07-30,Kancelarijska Stolica,Namestaj,4.0,156.01 RSD,70,
ORD_10999,2026-02-03,Radni Sto Podesivi,Namestaj,2.0,234.8 RSD,120,Subotica
ORD_11000,2025-05-17,Slusalice ANC,Periferije,5.0,97.57 RSD,50,Kragujevac
ORD_11001,2025-12-18,Samsung S24 Ultra,Elektronika,2.0,1245.89,900,Nis
ORD_11002,2026-03-10,iPhone 15 Pro,Elektronika,5.0,1229.51 RSD,850,Novi Sad
ORD_11003,2025-09-09,iPhone 15 Pro,Elektronika,4.0,1195.73 RSD,850,Beograd
ORD_11004,2026-01-27,Laptop ASUS ZenBook,Elektronika,4.0,1112.44 RSD,750,Nis
ORD_11005,2026-01-23,Samsung S24 Ultra,Elektronika,2.0,1276.28 RSD,900,Nis
ORD_11006,2025-12-19,Slusalice ANC,Periferije,4.0,108.73 RSD,50,Beograd
ORD_11007,2026-02-02,Mehanicka Tastatura,Periferije,4.0,81.59,35,Nis
ORD_11008,2025-11-10,Kancelarijska Stolica,Namestaj,4.0,134.99 RSD,70,Kragujevac
ORD_11009,2025-09-24,Dell Monitor 27,Elektronika,1.0,284.37 RSD,180,Subotica
ORD_11010,2025-10-03,Samsung S24 Ultra,Elektronika,5.0,1162.51 RSD,900,Kragujevac
ORD_11011,2026-01-27,Mehanicka Tastatura,Periferije,,83.8 RSD,35,Novi Sad
ORD_11012,2025-06-05,Gaming Mis RGB,Periferije,4.0,51.94 RSD,20,Beograd
ORD_11013,2025-11-10,Mehanicka Tastatura,Periferije,3.0,68.63 RSD,35,Beograd
ORD_11014,2025-02-16,Gaming Mis RGB,Periferije,4.0,49.56 RSD,20,Kragujevac
ORD_11015,2025-07-21,Dell Monitor 27,Elektronika,2.0,310.51 RSD,180,Beograd
ORD_11016,2025-12-31,Gaming Mis RGB,Periferije,5.0,44.31 RSD,20,Subotica
ORD_11017,2025-12-21,Radni Sto Podesivi,Namestaj,3.0,240.9 RSD,120,Beograd
ORD_11018,2025-02-28,HP Pavilion Gaming,Elektronika,1.0,981.44 RSD,680,Subotica
ORD_11019,2026-01-08,Dell Monitor 27,Elektronika,4.0,257.04 RSD,180,Beograd
ORD_11020,2025-07-14,Mehanicka Tastatura,Periferije,5.0,79.16,35,Novi Sad
ORD_11021,2025-03-25,Slusalice ANC,Periferije,2.0,100.04 RSD,50,
ORD_11022,2025-06-07,Laptop ASUS ZenBook,Elektronika,4.0,1138.37 RSD,750,Nis
ORD_11023,2025-03-02,Radni Sto Podesivi,Namestaj,2.0,261.05 RSD,120,Subotica
ORD_11024,2025-01-07,Slusalice ANC,Periferije,3.0,114.27 RSD,50,Kragujevac
ORD_11025,2025-09-10,Laptop ASUS ZenBook,Elektronika,5.0,1039.33 RSD,750,Nis
ORD_11026,2025-08-15,Gaming Mis RGB,Periferije,4.0,51.12,20,Beograd
ORD_11027,2025-11-14,Dell Monitor 27,Elektronika,3.0,305.67 RSD,180,Beograd
ORD_11028,2025-03-17,Laptop ASUS ZenBook,Elektronika,2.0,1005.2,750,Beograd
ORD_11029,2026-03-06,Laptop ASUS ZenBook,Elektronika,5.0,1117.36 RSD,750,Subotica
ORD_11030,2025-08-02,Laptop ASUS ZenBook,Elektronika,1.0,943.14 RSD,750,Novi Sad
ORD_11031,2025-10-21,Slusalice ANC,Periferije,5.0,106.62 RSD,50,Nis
ORD_11032,2025-01-19,Slusalice ANC,Periferije,3.0,98.56,50,Novi Sad
ORD_11033,2026-01-24,Mehanicka Tastatura,Periferije,1.0,69.93 RSD,35,Novi Sad
ORD_11034,2025-03-04,Gaming Mis RGB,Periferije,2.0,43.27 RSD,20,Kragujevac
ORD_11035,2025-04-18,Mehanicka Tastatura,Periferije,5.0,79.14 RSD,35,Subotica
ORD_11036,2025-02-14,Slusalice ANC,Periferije,5.0,100.98 RSD,50,
ORD_11037,2025-11-08,Radni Sto Podesivi,Namestaj,4.0,248.74 RSD,120,Kragujevac
ORD_11038,2025-03-08,Slusalice ANC,Periferije,3.0,94.94 RSD,50,
ORD_11039,2026-02-18,Gaming Mis RGB,Periferije,4.0,45.65 RSD,20,
ORD_11040,2025-01-01,Radni Sto Podesivi,Namestaj,2.0,239.47 RSD,120,Subotica
ORD_11041,2025-08-01,Samsung S24 Ultra,Elektronika,5.0,1310.59 RSD,900,Kragujevac
ORD_11042,2025-11-24,Samsung S24 Ultra,Elektronika,1.0,1187.88 RSD,900,Subotica
ORD_11043,2025-09-17,Radni Sto Podesivi,Namestaj,3.0,243.79 RSD,120,Subotica
ORD_11044,2025-07-22,Kancelarijska Stolica,Namestaj,3.0,154.08 RSD,70,Subotica
ORD_11045,2025-06-19,iPhone 15 Pro,Elektronika,2.0,1167.81 RSD,850,Nis
ORD_11046,2025-11-27,Gaming Mis RGB,Periferije,1.0,44.83 RSD,20,Nis
ORD_11047,2025-08-25,Dell Monitor 27,Elektronika,3.0,256.46 RSD,180,
ORD_11048,2025-06-03,Laptop ASUS ZenBook,Elektronika,5.0,1126.42 RSD,750,Kragujevac
ORD_11049,2025-04-17,Dell Monitor 27,Elektronika,1.0,256.28 RSD,180,Novi Sad
ORD_11050,2025-05-24,HP Pavilion Gaming,Elektronika,2.0,973.69 RSD,680,Nis
ORD_11051,2025-10-20,Dell Monitor 27,Elektronika,2.0,286.74 RSD,180,Subotica
ORD_11052,2025-12-30,Radni Sto Podesivi,Namestaj,3.0,259.45,120,Nis
ORD_11053,2025-08-20,Samsung S24 Ultra,Elektronika,3.0,1312.68 RSD,900,Kragujevac
ORD_11054,2025-02-27,Radni Sto Podesivi,Namestaj,,262.4 RSD,120,Beograd
ORD_11055,2025-09-17,HP Pavilion Gaming,Elektronika,4.0,874.14,680,Kragujevac
ORD_11056,2025-06-24,iPhone 15 Pro,Elektronika,2.0,1204.13 RSD,850,Kragujevac
ORD_11057,2025-03-15,Radni Sto Podesivi,Namestaj,3.0,232.6 RSD,120,Kragujevac
ORD_11058,2026-01-06,iPhone 15 Pro,Elektronika,2.0,1135.17,850,Kragujevac
ORD_11059,2025-06-09,HP Pavilion Gaming,Elektronika,1.0,926.73 RSD,680,Kragujevac
ORD_11060,2025-08-28,HP Pavilion Gaming,Elektronika,3.0,973.5 RSD,680,
ORD_11061,2025-10-23,Radni Sto Podesivi,Namestaj,1.0,261.7 RSD,120,Beograd
ORD_11062,2025-04-09,Kancelarijska Stolica,Namestaj,2.0,150.55 RSD,70,Nis
ORD_11063,2025-03-18,HP Pavilion Gaming,Elektronika,3.0,886.88 RSD,680,Kragujevac
ORD_11064,2025-02-22,Dell Monitor 27,Elektronika,5.0,280.28 RSD,180,Novi Sad
ORD_11065,2025-12-27,Radni Sto Podesivi,Namestaj,2.0,249.38 RSD,120,Beograd
ORD_11066,2025-11-10,HP Pavilion Gaming,Elektronika,3.0,852.87 RSD,680,Subotica
ORD_11067,2025-08-30,iPhone 15 Pro,Elektronika,1.0,1046.51 RSD,850,Nis
ORD_11068,2025-08-07,Laptop ASUS ZenBook,Elektronika,1.0,1013.02 RSD,750,Kragujevac
ORD_11069,2025-07-02,Gaming Mis RGB,Periferije,5.0,45.37 RSD,20,
ORD_11070,2026-01-22,Dell Monitor 27,Elektronika,1.0,272.78 RSD,180,Subotica
ORD_11071,2025-08-22,Gaming Mis RGB,Periferije,1.0,44.84 RSD,20,Nis
ORD_11072,2025-04-25,Gaming Mis RGB,Periferije,2.0,42.92 RSD,20,Novi Sad
ORD_11073,2025-04-04,Kancelarijska Stolica,Namestaj,4.0,128.04 RSD,70,Novi Sad
ORD_11074,2025-01-16,Gaming Mis RGB,Periferije,4.0,52.38,20,Nis
ORD_11075,2025-05-25,Gaming Mis RGB,Periferije,2.0,46.78 RSD,20,Beograd
ORD_11076,2025-07-27,Dell Monitor 27,Elektronika,1.0,278.06 RSD,180,Novi Sad
ORD_11077,2026-02-10,Dell Monitor 27,Elektronika,1.0,295.78 RSD,180,Kragujevac
ORD_11078,2025-11-14,Mehanicka Tastatura,Periferije,2.0,71.49 RSD,35,Nis
ORD_11079,2025-06-24,Mehanicka Tastatura,Periferije,1.0,83.2 RSD,35,Nis
ORD_11080,2026-02-08,Mehanicka Tastatura,Periferije,5.0,80.58 RSD,35,Beograd
ORD_11081,2026-03-05,HP Pavilion Gaming,Elektronika,5.0,824.49 RSD,680,Nis
ORD_11082,2025-02-19,Kancelarijska Stolica,Namestaj,5.0,140.03 RSD,70,Nis
ORD_11083,2025-02-25,HP Pavilion Gaming,Elektronika,5.0,974.53 RSD,680,Nis
ORD_11084,2025-11-27,Kancelarijska Stolica,Namestaj,4.0,155.84 RSD,70,Beograd
ORD_11085,2026-01-23,Slusalice ANC,Periferije,1.0,103.78 RSD,50,Kragujevac
ORD_11086,2025-11-12,Radni Sto Podesivi,Namestaj,4.0,243.17 RSD,120,
ORD_11087,2025-10-19,Kancelarijska Stolica,Namestaj,3.0,132.51 RSD,70,Nis
ORD_11088,2025-10-26,Kancelarijska Stolica,Namestaj,1.0,157.24,70,Nis
ORD_11089,2025-02-01,iPhone 15 Pro,Elektronika,3.0,1075.6 RSD,850,Subotica
ORD_11090,2026-02-25,Laptop ASUS ZenBook,Elektronika,5.0,1142.4 RSD,750,Novi Sad
ORD_11091,2025-08-10,Laptop ASUS ZenBook,Elektronika,2.0,1077.92 RSD,750,Novi Sad
ORD_11092,2025-07-15,Mehanicka Tastatura,Periferije,4.0,77.72 RSD,35,Beograd
ORD_11093,2025-04-07,Gaming Mis RGB,Periferije,2.0,47.63 RSD,20,Novi Sad
ORD_11094,2025-05-28,Mehanicka Tastatura,Periferije,2.0,71.69 RSD,35,Beograd
ORD_11095,2025-11-28,Laptop ASUS ZenBook,Elektronika,1.0,973.84,750,Nis
ORD_11096,2025-02-13,Mehanicka Tastatura,Periferije,2.0,71.53 RSD,35,Nis
ORD_11097,2025-11-16,Slusalice ANC,Periferije,4.0,97.6 RSD,50,Kragujevac
ORD_11098,2025-07-01,Gaming Mis RGB,Periferije,4.0,50.3 RSD,20,Subotica
ORD_11099,2026-03-10,Slusalice ANC,Periferije,4.0,101.2 RSD,50,Novi Sad
ORD_11100,2025-10-23,Mehanicka Tastatura,Periferije,5.0,68.93 RSD,35,Kragujevac
ORD_11101,2025-02-27,Gaming Mis RGB,Periferije,3.0,52.19 RSD,20,Subotica
ORD_11102,2026-03-16,iPhone 15 Pro,Elektronika,5.0,1232.11 RSD,850,Nis
ORD_11103,2025-09-25,Dell Monitor 27,Elektronika,1.0,310.67 RSD,180,Nis
ORD_11104,2026-02-13,HP Pavilion Gaming,Elektronika,5.0,996.53 RSD,680,Novi Sad
ORD_11105,2025-08-29,Dell Monitor 27,Elektronika,1.0,265.43 RSD,180,Kragujevac
ORD_11106,2025-06-30,Kancelarijska Stolica,Namestaj,4.0,139.39 RSD,70,Novi Sad
ORD_11107,2025-12-22,iPhone 15 Pro,Elektronika,1.0,1201.98 RSD,850,
ORD_11108,2025-02-01,Slusalice ANC,Periferije,3.0,108.81 RSD,50,Kragujevac
ORD_11109,2026-02-19,Laptop ASUS ZenBook,Elektronika,,968.86 RSD,750,Nis
ORD_11110,2025-09-16,HP Pavilion Gaming,Elektronika,2.0,962.51,680,Novi Sad
ORD_11111,2025-05-24,iPhone 15 Pro,Elektronika,5.0,1073.87 RSD,850,
ORD_11112,2025-03-31,HP Pavilion Gaming,Elektronika,5.0,850.03 RSD,680,
ORD_11113,2026-02-18,Gaming Mis RGB,Periferije,3.0,47.87 RSD,20,Beograd
ORD_11114,2026-02-14,Gaming Mis RGB,Periferije,,48.43 RSD,20,Subotica
ORD_11115,2026-02-25,iPhone 15 Pro,Elektronika,5.0,1159.22 RSD,850,Nis
